127.0.0.1 - - [12/Jun/2020:11:30:05 -0300] "GET /pickup-manager HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:29 -0300] "GET /pickup-manager/oauth2client?code=624ae39b-e9f7-3fa5-8c40-129ccb8dc3c6&session_state=d41e704c18db74f3ddf910e6a80cb8362d02543976a95f59806653350c9655fb.WdBRqfCS_luPfoeo1NMqjw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:29 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:29 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:30 -0300] "GET /pickup-manager/oauth2client?code=69de45c6-20a5-32c5-9ca6-f257cdde35cc&session_state=2116aa502389b9ffa981298a5f23af8f39eea876e87fbe32197de7aaaa3a4228._AtsQ71rQ4C-Cy3dexNx-w HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:30 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:30 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:31 -0300] "GET /pickup-manager/oauth2client?code=6964ad66-2296-316b-84eb-f64e6085cd78&session_state=6b160a2e67d0a4fe028014d241c2a8d67643bb0a7341193e76a86ff430bf6aa1.Ic9fnYBwG1B9heeVSzmONQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:31 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:31 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:32 -0300] "GET /pickup-manager/oauth2client?code=aedf51ec-c3e4-33d4-8138-846fe3f60ea3&session_state=f81010c909e58d59a9e51b60daa127ca9d16d284891ee126b1ca8269181cab35.bWIRzUZ1oerYS228Tr1MDQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:32 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:32 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:33 -0300] "GET /pickup-manager/oauth2client?code=1c449cae-c233-36b3-bca3-fc6b57ebb881&session_state=30fd1b3d2d590f581549b5e16fb2ef7551ab08a313cbcd79855796780b49151a.LmVUEoNwbLHMy5O5Tlvrow HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:33 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:33 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:33 -0300] "GET /pickup-manager/oauth2client?code=ee0a5464-37ac-384d-8d77-01bd3bb02981&session_state=4cfccfb508908f5e50161df620f36d5e0f0c5aecc8fcfeb36196cbc494947b0a.qaM3YzgD0WaeFTrPojcnPA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:33 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:33 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:34 -0300] "GET /pickup-manager/oauth2client?code=1199a91c-b644-38a5-a112-33b4f032e21d&session_state=6bb5e6df6f08a503e270d5d9acf1f1320066119b3a459fb16a48d8418afb6912._OVFX0xcWI61m3PQySGcqw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:34 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:34 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:35 -0300] "GET /pickup-manager/oauth2client?code=b737a0fb-28ca-3894-864f-7dbb5d4323ce&session_state=b06610705a3be3d2e84896b5e92c7b72e3ef22b29477a1306c83372302cbb2d4.ntN3jI3cR2ONSMTAin_oZQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:35 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:35 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:36 -0300] "GET /pickup-manager/oauth2client?code=ad6a5ab7-b0b7-3de5-a63d-56f3c0c56066&session_state=aa69c29a412ce8fa2fe2f3836c1c11a6157eaa7e6f0a70dc1999242168dcc99a.dwe4SyIkLkcyKA7U_eAOAQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:36 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:36 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:37 -0300] "GET /pickup-manager/oauth2client?code=76fad311-c360-3eff-84c3-3e931a580524&session_state=96c52558b8371ddf525c2039bdb7ef6cd34e4625d3927fce277e330140dac07f.QuJLFABOiXGKlQ_CRaoJdg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:37 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:37 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:37 -0300] "GET /pickup-manager/oauth2client?code=b5b45437-60ee-35d8-9dd0-df35eb7efe71&session_state=b5b80686f906958a20277bd198d48d6c4aa867724db4912eb2f995ddeab9e3fb.iZ38C10DSPRIfjoW5653ow HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:38 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:38 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:38 -0300] "GET /pickup-manager/oauth2client?code=d3c2ed66-df48-39b3-8775-b69d6b19541e&session_state=effdecc46e7ca440180fd6c7e1a839b20b1f8c260910a9bd5cf38a279343b853.5xRMyv2qM3JuNx2Ae0r7wA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:38 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:38 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:40 -0300] "GET /pickup-manager/oauth2client?code=02268bb7-2d3e-3103-8743-e68318d291f7&session_state=c3d58d5d55f7678478655e90146fd6f75e361a1d7571a68b7aafee64c8c97f13.J0YFSWzXLQTtwbqtVcfcVw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:40 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:40 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:42 -0300] "GET /pickup-manager/oauth2client?code=b215e6fa-efb1-322d-9a60-358843494fca&session_state=4f7f033f8aa1314754b5ced9bfceef8740a0001345f4cb5cd999658ca4c35dfa.ukVZ_c0g2M6pHzn5oLz9Kw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:42 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:42 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:43 -0300] "GET /pickup-manager/oauth2client?code=89ff2dba-bf51-3e4c-bc06-e2b54f348ad0&session_state=33cd1566875d27b75634aadd14e505c648829f5eb8287631809417386566028f.X9MaJSth_n24R0lx0BtkQA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:43 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:44 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:45 -0300] "GET /pickup-manager/oauth2client?code=c448c9aa-e125-392f-b837-813c701e8664&session_state=7c44c0a2b831d2bdae668a6ff41277fde233f516b8ad5a4ad731e06038afb1a8.6FncVKJNr8-JnlXHiX37yQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:45 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:45 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:45 -0300] "GET /pickup-manager/oauth2client?code=c3fe2e4f-7658-3267-938d-34ee4aa7e96f&session_state=2567c3e1e5e970a7ed2996fa7dfc599825ccb7928e684b995ca5369167c36503.mtQfsHAFjlbrMniyzeP-CA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:45 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:45 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:46 -0300] "GET /pickup-manager/oauth2client?code=89bf4ba0-901a-3232-aa3d-c6e2dec2fe88&session_state=49c682291567b520501673bed2aab9fc1303eca4e5d66a5853c9a60ff39ad7f6.Kw_o_Uxklf8B7IS5iED91g HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:46 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:46 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:47 -0300] "GET /pickup-manager/oauth2client?code=2379f679-de18-34f7-b363-b72f5e36d464&session_state=c47c8552e057c94586b71bc3c904886aa5fef9946afd7ea3a112709ee6ba60db.OPSkTgDJLSr6MR_IwBFeGA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:47 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:47 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:47 -0300] "GET /pickup-manager/oauth2client?code=546299fe-e260-3aa3-bcc6-4e555a77505a&session_state=118ef91a8140f30c4cacb36d1e4ba1a40c774276682a2f1867993dbc934188e6.C0buow0RP5Zozp-2tlFT1A HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:47 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:47 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:48 -0300] "GET /pickup-manager/oauth2client?code=eaf21b87-af89-30b2-a90d-853306b96aca&session_state=e88e9bbafc782260f211cdef891c0eb1805101e47fa97831393bfc59c9ef3b98.sukmtArZeOfee_U6rp6siQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:48 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:48 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:49 -0300] "GET /pickup-manager/oauth2client?code=e3a78ed1-5ea0-3b09-8755-a8f324528dca&session_state=c01b85e550cc0ab878d53abc04da330b1e73bee4631ee2516f03c1bc303a6a82.iG__m0wj7N1mHEIKc8P3kQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:49 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:49 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:49 -0300] "GET /pickup-manager/oauth2client?code=6eac4bf5-0072-33e6-8084-e1b33ea2b006&session_state=dae0b3ed55efb433a63d2a56521c5c4f99baab576c831688c55873c25477bd03.jtLNUjAhHihsV1uWCfxo8g HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:49 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:50 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:50 -0300] "GET /pickup-manager/oauth2client?code=fafb32a3-899a-301b-a924-8f0eceffc58d&session_state=df02e65aefba3be1a1427d7a3cbcfc089ed1facb1d24f002294db1ed2a97abc7.D0EMRDERRi0ggPk3sAg2Hg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:50 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:50 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:51 -0300] "GET /pickup-manager/oauth2client?code=34323314-2681-3eac-acb2-d8798e43e238&session_state=ad777d61c5465f2326649975eea6e63d4a1b4415482341c0466a53406171c972.5vDgxYS7vChZbS1qyvn_kA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:51 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:51 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:53 -0300] "GET /pickup-manager/oauth2client?code=bd8532fe-0674-3254-a998-2648d3295c7a&session_state=7cbebdb3569ed1fce938cc836d2edb93811892833afc5cd63d15a060165981f5.hJsOTl1MY8QB0_K0NWGl_g HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:53 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:53 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:54 -0300] "GET /pickup-manager/oauth2client?code=96299e7b-ff0e-3b00-9386-10aa5082d2d9&session_state=6c87cb9be65e22de90a82730201d4e2d11989d04388825609c30101bfe148158.4H1OLfxnXiHaWJc9fEzD2g HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:54 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:54 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:55 -0300] "GET /pickup-manager/oauth2client?code=44535953-5447-3755-9009-94a776e94d00&session_state=8a657fbbba13027e2096325134ff13f8bcef907e5c2bc50a525b8bb372b0398b.RAk6gaJ3r1SiZxnyGGhgFw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:55 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:55 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:58 -0300] "GET /pickup-manager/oauth2client?code=9bcd0b37-431c-3899-8ac5-96ac7c258752&session_state=1cf6bf540c65f4efc0b49b7c82021b578016de7d8885b23f3481bb3bc63c4200.dfacf2QVIgFjHiTtMxZsoQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:58 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:58 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:00 -0300] "GET /pickup-manager/oauth2client?code=5fe4702f-0481-37d1-a40c-f7bd297ba726&session_state=fb06ecf8defecbdc69279d475e683ce4b0924dddf79e94467eccc039feede84f.jk-sW5__RTl9o0L1ZNbfjQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:00 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:00 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:04 -0300] "GET /pickup-manager/oauth2client?code=8c44f320-c889-3c0e-8f27-af6aba53c803&session_state=e333b8b3a9fefcc6d2d5d73b5d2d523575b1703ae61af87802cdfa28bf0ba0c6.0PxUMUgf-j5C2TKCCic9zA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:04 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:04 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:07 -0300] "GET /pickup-manager/oauth2client?code=89e56a46-0c88-35c2-908d-cdc943fe83ca&session_state=8a61b35732e3f7db6ed7a26e349047c54586e2957261016209cdb2e5459a52ba.5hO9ICDvyXJl5DJG5-XCqw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:07 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:08 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:10 -0300] "GET /pickup-manager/oauth2client?code=0961bdfa-29ac-3601-9099-a266d828c7f8&session_state=25d3342e6e319ff68db0a8f62ebd622fd3656575d698d9871d274d41e427fdbe.Hwm4UGu1hBTMVjGB_fTocA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:10 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:10 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:12 -0300] "GET /pickup-manager/oauth2client?code=cbff71a2-03d6-3a6b-8053-b57d9013c28f&session_state=71a5009953e6ea2cf1a3b41f9ee8afa75e8517e24b8e5e1f085d26d941c23a20.acSsB7yBJlMNXYqBz1ufzA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:12 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:12 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:13 -0300] "GET /pickup-manager/oauth2client?code=90715214-71b0-37b4-bc50-5d1a5a517d03&session_state=d21b6d1237cd6a4dac96ea4d1d5cb294e62de5402b6438617fe425a5570d07df.sM2dA3dS6CnF7bAP5gGACQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:13 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:13 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:14 -0300] "GET /pickup-manager/oauth2client?code=59fa6bf7-ca96-3aca-bca3-2292f4e5aae9&session_state=c8de5fa6b0276023e6ec33232a8fda1386c6cf334afecc523840507b48ba9c81.jYpoBpS-eLFtqfbutKsrnw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:14 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:14 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:16 -0300] "GET /pickup-manager/oauth2client?code=4c07f245-a61e-358a-a288-306efb439dee&session_state=101788680de61ceed851af3de51a67088762f71c6d51a0da1628d12de3a689df.fZombxTBnXelrrC9pl7D0w HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:16 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:16 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:18 -0300] "GET /pickup-manager/oauth2client?code=296aa090-8d1e-36d7-95ac-6cb6ff26d475&session_state=157fe85c0b48f8614378b9a56d33d650c51aa3d50d646495272953b736b47b66.HYTetWSnwI2qRxDqXNz8aw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:18 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:18 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:20 -0300] "GET /pickup-manager/oauth2client?code=675d0957-93b0-380a-bb3b-080f5f04edec&session_state=f474b274447d284bbb39ba1e4ecd3af57134bea8f82a60c5c0cc962af068de3c.oJ-jU3-HPk4TjPPH2Yibpw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:20 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:20 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:23 -0300] "GET /pickup-manager/oauth2client?code=214d441c-a434-3569-9ca0-fa6b4fb79dec&session_state=9a701b0ec82042bd0f7fe02c6b58ef1af85b4eb462fdc77853a72bafb68dc333.KSZuWcTiQWi5OYnr2nMjqA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:23 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:23 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:25 -0300] "GET /pickup-manager/oauth2client?code=b04c2648-0734-36b7-ba42-0ba817fe9a40&session_state=b30cb30aa6c4769021f3eb1211a4fcf620feeee14d9b661190460bc0d0849670.fCNZofVyFvaOguZq46Jqvw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:25 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:25 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:27 -0300] "GET /pickup-manager/oauth2client?code=0ffbf8b9-93f3-325c-9266-d72f41afe261&session_state=2c072b19cf0aa9b93f554df71f5c086a2a714439122a41b28433630e94c6ca67.yAUgy46LhQVOhtNOG5CbdA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:27 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:27 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:29 -0300] "GET /pickup-manager/oauth2client?code=fa3d1a82-0d6e-3d2b-a5f9-95d984b0302f&session_state=8fc21c01ca4c1911b1f13195c944de09104037387602935832b824d18bb3cce6.8obO6oO-HPwKQP4wdbrMyQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:29 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:29 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:30 -0300] "GET /pickup-manager/oauth2client?code=da31e77a-243c-3ce2-be4c-ace4b7e2ddf5&session_state=6f80da8843061b9e1293f61b4a653c40869c567cb253c1d1601c734cb72e726b._e5k4MQzdLLkwuAxYT7Tnw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:30 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:30 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:31 -0300] "GET /pickup-manager/oauth2client?code=9506e82b-f20d-380c-a841-e8ac6950777b&session_state=177ecc79ea6a16a8f47d3e4b249f96ebaccf4f1b342837310785aca80d5492d2.InWvA7h6-lDEfFliUTlXgw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:31 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:31 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:32 -0300] "GET /pickup-manager/oauth2client?code=babc46e5-8571-3b76-bfb4-e1cdd35afd0f&session_state=7e7da1fc96ce608fb8f2b0fb5a5cb3ab1fa57b0a7d91de76c14b091d4b1795cb.fvTjUNrKuxFAvo8hNN3NGg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:32 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:32 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:33 -0300] "GET /pickup-manager/oauth2client?code=d222ba7d-9f2c-327f-b2ad-265c79a181d8&session_state=0da508b474f5a81754f992684bbe2a845ca979d86e2ad9ef7a9570dacb61bb51.C2X99-F5ye81J5YEkldH2A HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:33 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:33 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:34 -0300] "GET /pickup-manager/oauth2client?code=03dacb45-849d-3a07-9343-a0dd51da2d72&session_state=3531f919a0feefa9a93d44d9340be0e8b6d763cae66e2186cd8bc5437ef93b6d.PmiqCNzDwzyTqnVkq7HZYg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:34 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:22:34 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:22:36 -0300] "GET /pickup-manager/oauth2client?code=a6cf1aeb-a487-399d-b73d-0f43fe8c3482&session_state=c4d6464d26480e52e81bdf5afc503546d12894c93954ae9bc1e7fc19a6b01b5b.efN6M0ZFvYFNiIEX4WaT5A HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:36 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
